title,year,name,type,character,n
The Painted Veil,1934,Robert Adair,actor,Polo Player,
The Prince and the Pauper,1937,Robert Adair,actor,First Guard,22.0
The Road Back,1937,Robert Adair,actor,Policeman,
The Secret of Madame Blanche,1933,Robert Adair,actor,British Soldier,
The Ticket of Leave Man,1937,Robert Adair,actor,Hawkshaw the Detective,5.0
There Goes My Girl,1937,Robert Adair,actor,Robert - the Doorman,
There Is Another Sun,1951,Robert Adair,actor,Sarno,7.0
There Was a Young Lady,1953,Robert Adair,actor,Basher,7.0
Top Hat,1935,Robert Adair,actor,London Hotel Clerk,
Treasure Island,1934,Robert Adair,actor,Tom - Seaman,
Vanessa: Her Love Story,1935,Robert Adair,actor,Benjamin's Assailant at Fair,
Way for a Sailor,1930,Robert Adair,actor,Seaman Collecting Pay,
Where Sinners Meet,1934,Robert Adair,actor,"Jacob, the heavy Footman",10.0
Libeled Lady,1936,Robin Adair,actor,Palmer,
Parnell,1937,Robin Adair,actor,Officer,
The Perfect Gentleman,1935,Robin Adair,actor,Man,
Whipsaw,1935,Robin Adair,actor,Cummings,
Boots and Saddles,1916,Robyn Adair,actor,George Ferris,3.0
The Girl from His Town,1915,Robyn Adair,actor,Malcolm Blair,7.0
The Girl Who Doesn't Know,1916,Robyn Adair,actor,Paul Jerome,7.0
The Lonesome Heart,1915,Robyn Adair,actor,George Stuart,3.0
The Quest,1915,Robyn Adair,actor,Kaura - Tribal Sub-Chief,6.0
The Yellow Bullet,1917,Robyn Adair,actor,Fred Fowler,1.0
Cashback,2006,Roddy Adair,actor,Sainsbury's Islington Footballer,36.0
The Girl Who Took the Wrong Turning,1915,Ronald Adair,actor,Willie Mason,4.0
Daylight,2013,Seth Adair,actor,Superintendent,22.0
Echo Rhyme,2016,Seth Adair,actor,Heart Surgeon,
Fathers,2012,Seth Adair,actor,Michael Campbell,1.0
One More Round,2015,Seth Adair,actor,Customer Service Operator,
Robot/Girlfriend,2016,Seth Adair,actor,Monroe Morris,
The Accidental Missionary,2012,Seth Adair,actor,DJ Miller,
The Gospel Writers' Autographs,2014,Seth Adair,actor,"Alexander, Leader of the Pagans",
The Things We Leave Behind,2013,Seth Adair,actor,Sgt. Bryan Monroe,
The Unexpected Bar Mitzvah,2015,Seth Adair,actor,Voice of God,
Where Was God,2014,Seth Adair,actor,Pastor Thompkins,
Gold,2016,Shad Adair,actor,Investor,
Independence Day: Resurgence,2016,Shad Adair,actor,Aide to Sec of Defense Tanner,
The Space Between Us,2016,Shad Adair,actor,Astronaut,
The Space Between Us,2016,Shad Adair,actor,Shuttle Crew,
The Canary Murder Case,1929,Tim Adair,actor,George Y. Harvey,
The Patriot,2000,Tim (II) Adair,actor,Redcoat Private,
Basmati Blues,2016,Tom (VI) Adair,actor,Reporter #1,
Across the Line,2000,Mark Adair-Rios,actor,Sanchez,12.0
Alexander the Great,2006,Mark Adair-Rios,actor,Alexander,
Along Came Polly,2004,Mark Adair-Rios,actor,Cake Decorator,25.0
Alvarez & Cruz,2003,Mark Adair-Rios,actor,Drunk Benny,
American Virgin,1999,Mark Adair-Rios,actor,Male Security Guard,1.0
Balls to the Wall,2011,Mark Adair-Rios,actor,Officer Sanchez,5.0
Blaze You Out,2013,Mark Adair-Rios,actor,Whitey,4.0
Bruce Almighty,2003,Mark Adair-Rios,actor,Hood,20.0
Courage Under Fire,1996,Mark Adair-Rios,actor,Bobcat 5,15.0
Crocodile Dundee in Los Angeles,2001,Mark Adair-Rios,actor,Gang Banger,58.0
Doctor Dolittle,1998,Mark Adair-Rios,actor,Intern,14.0
Encino Man,1992,Mark Adair-Rios,actor,Peyton,31.0
"Fear, Love, and Agoraphobia",2016,Mark Adair-Rios,actor,Jerry,
Flying Virus,2001,Mark Adair-Rios,actor,Raka,7.0
Fools Rush In,1997,Mark Adair-Rios,actor,Juan Fuentes,14.0
I'll See You in My Dreams,2015,Mark Adair-Rios,actor,Exterminator,7.0
Interceptors,1999,Mark Adair-Rios,actor,Perez,7.0
Juke Box Hero,2017,Mark Adair-Rios,actor,Hector,12.0
No Salida,1998,Mark Adair-Rios,actor,Luis,
Speed 2: Cruise Control,1997,Mark Adair-Rios,actor,Engine Room Crew Member #1,23.0
Stealth Fighter,1999,Mark Adair-Rios,actor,Manuel Vega,14.0
Stigmata,1999,Mark Adair-Rios,actor,Deacon,36.0
Street Corner Justice,1996,Mark Adair-Rios,actor,L.A. Ray,11.0
The Longest Yard Sale,2007,Mark Adair-Rios,actor,Pantera,
The Pandora Project,1998,Mark Adair-Rios,actor,Momo,11.0
The Tower,2016,Mark Adair-Rios,actor,Actor,
Thick as Thieves,1999,Mark Adair-Rios,actor,Waiter,1.0
Unstable Fables: 3 Pigs & a Baby,2008,Mark Adair-Rios,actor,Cool Smooth Wolf,14.0
Unstable Fables: 3 Pigs & a Baby,2008,Mark Adair-Rios,actor,Wide-Eyed Pacificst Wolf,14.0
Everybody Says I'm Fine!,2001,Homi Adajania,actor,Man in Music Video,15.0
Nala Damayanti,1921,Keki Adajania,actor,Nala,2.0
Veer Babruwahan,1934,Keki Adajania,actor,Arjuna,5.0
Babae sa Breakwater,2003,Bino Adajar,actor,Rugby Boy,65.0
Babae sa Breakwater,2003,Joshua Adajar,actor,Ni?o,28.0
Fast Girls,2012,Jason Adaje,actor,World Championship Athlete,130.0
The Short Happy Voyage of Benjamin Lincoln,2010,Plaijor Adak,actor,Himself,
This Must Be the Place,2011,Frank Adakai,actor,Indian,32.0
Tiger Eyes,2012,Frank Adakai,actor,Tribal Elder,
Legends from the Sky,2015,Wade Adakai,actor,College Student,23.0
More Than Frybread,2011,Wade Adakai,actor,Marty of Rez-Under,42.0
The Prophecy,1995,Randy Adakai-Nez,actor,High School Kid,26.0
My Father's House,1947,Y. Adaki,actor,Jamal,
The Second Chance,2006,Emanuel Adala,actor,Basketball Kid,53.0
Das Ekel,1931,Max Adalbert,actor,Aldalbert Bulcke,1.0
Das gestohlene Gesicht,1930,Max Adalbert,actor,Murrjahn,5.0
Das indische Grabmal erster Teil - Die Sendung des Yoghi,1921,Max Adalbert,actor,Minor Role,
Das indische Grabmal zweiter Teil - Der Tiger von Eschnapur,1921,Max Adalbert,actor,Minor Role,
Der Herr Finanzdirektor,1931,Max Adalbert,actor,"Emil Durand, Finanzbeamter",1.0
Drei Tage Mittelarrest,1930,Max Adalbert,actor,"Hoffmann, burgomaster",1.0
Ein toller Einfall,1932,Max Adalbert,actor,Birnstiel,4.0
Hans in allen Gassen,1930,Max Adalbert,actor,"Steindecker sen., Vater",4.0
Hurra - ein Junge!,1931,Max Adalbert,actor,Geheimrat Theodor Natusius,2.0
Husarenliebe,1932,Max Adalbert,actor,Julius Knax,2.0
Judith Trachtenberg,1920,Max Adalbert,actor,F?rst Metternich,6.0
Kyritz - Pyritz,1931,Max Adalbert,actor,"Dr.Peter Liezow, B?rgermeister",1.0
Lachende Erben,1933,Max Adalbert,actor,Justus Bockelmann,4.0
Lady Hamilton,1921,Max Adalbert,actor,drei Lazaronis,22.0
Mein Herz sehnt sich nach Liebe,1931,Max Adalbert,actor,Anton Heberlein,2.0
Mein Leopold,1931,Max Adalbert,actor,Gottlieb Weigelt,1.0
Spione im Savoy-Hotel,1932,Max Adalbert,actor,Wengert,8.0
La gran final,2006,Adalberto Jr.,actor,Missionary,
25 kilates,2008,Ariel Adalberto,actor,El Turco,19.0
Masahol pa sa hayop,1993,Leo Adalem,actor,Capt. Adalem,34.0
9 Mornings,2002,Khryss Adalia,actor,Bibingka Vendor,19.0
Bayan ko: Kapit sa patalim,1984,Khryss Adalia,actor,Manggagawa,8.0
Jaguar,1979,Khryss Adalia,actor,Comics Publishing Worker,
Kontrobersyal,1981,Khryss Adalia,actor,Reporter,23.0
La visa loca,2005,Khryss Adalia,actor,Visa Applicant,81.0
Live Show,2000,Khryss Adalia,actor,Lalaine,12.0
Macho Dancer,1988,Khryss Adalia,actor,Mama San,20.0
Mula sa puso,1999,Khryss Adalia,actor,Finale Entourage,28.0
My Monster Mom,2008,Khryss Adalia,actor,Homer,17.0
Orapronobis,1989,Khryss Adalia,actor,Human Rights Lawyer,64.0
Petrang kabayo at ang pilyang kuting,1988,Khryss Adalia,actor,Raquel,13.0
"Reyna: Ang makulay na pakikipagsapalaran ng mga achucherva, achuchuva, achechenes...",2006,Khryss Adalia,actor,Lolita,16.0
Separada,1994,Khryss Adalia,actor,Commercial Director,18.0
Syota ng bayan,2001,Khryss Adalia,actor,Director,19.0
Fredy el croupier,1982,Jaime Adalid,actor,Sebas,3.0
Fuego,2014,Jaime (II) Adalid,actor,Mariusz,
Bienvenido paisano,2006,Ra?l Adalid,actor,Agente border patrol,11.0
Cero y van 4,2004,Ra?l Adalid,actor,"Guillermo (""Vida Express)",24.0
El Estudiante,2009,Ra?l Adalid,actor,Jorge,13.0
El Patriarca,2016,Ra?l Adalid,actor,Director Casa Retiro,
Familia Gang,2014,Ra?l Adalid,actor,Mike,
For Greater Glory: The True Story of Cristiada,2012,Ra?l Adalid,actor,Father Robles,10.0
La cebra,2011,Ra?l Adalid,actor,Hurtado,
La mitad del mundo,2009,Ra?l Adalid,actor,Joaqu?n,8.0
Las lloronas,2004,Ra?l Adalid,actor,Manuel,11.0
Los Reyes del Juego,2014,Ra?l Adalid,actor,V?ctor,3.0
Martha,2010,Ra?l Adalid,actor,Miguel,
Partes usadas,2007,Ra?l Adalid,actor,G?ero,6.0
Transplante a la mexicana,1990,Ra?l Adalid,actor,Dr. Erazo,25.0
Un mundo raro,2001,Ra?l Adalid,actor,Pollo,9.0
A Life in the Balance,1955,Ricardo Adalid,actor,Police officer,
A sablazo limpio,1958,Ricardo Adalid,actor,Carcelero,
Ansiedad,1953,Ricardo Adalid,actor,Locutor radio,
"Asesinos, S.A.",1957,Ricardo Adalid,actor,Jugador de boliche,
"Besos, besos... y mas besos",1973,Ricardo Adalid,actor,"(segment ""Amor y Motocicleta "")",
Cananea,1978,Ricardo Adalid,actor,Funcionario gobierno,42.0
Canasta uruguaya,1951,Ricardo Adalid,actor,Jugador de cartas,
Carnaval en mi barrio,1961,Ricardo Adalid,actor,Doctor,
Con la misma moneda,1961,Ricardo Adalid,actor,Padre Gonz?lez,
Cruz de amor,1970,Ricardo Adalid,actor,Doctor,
Cuando los hijos se van,1941,Ricardo Adalid,actor,Luis,17.0
Cuentan de una mujer,1959,Ricardo Adalid,actor,Invitado a fiesta,
De color moreno,1963,Ricardo Adalid,actor,Reportero,16.0
Dile que la quiero,1963,Ricardo Adalid,actor,Francisco,
Dos pesos dejada,1949,Ricardo Adalid,actor,Anunciador cabaret,
El amor y esas cosas,1969,Ricardo Adalid,actor,"(segment ""Adulterio formal, Un"")",
El bueno para nada,1973,Ricardo Adalid,actor,Marido celoso,8.0
El charro y la dama,1949,Ricardo Adalid,actor,Invitado al baile,18.0
El derecho a la vida,1959,Ricardo Adalid,actor,Profesor,
El despertar del lobo,1970,Ricardo Adalid,actor,Invitado fiesta,15.0
El gallo giro,1948,Ricardo Adalid,actor,Locutor,
El gendarme de la esquina,1951,Ricardo Adalid,actor,Vecino,
El hermano Capulina,1970,Ricardo Adalid,actor,Jugador de billar,17.0
El oficio mas antiguo del mundo,1970,Ricardo Adalid,actor,Cliente juega cartas,17.0
El portero,1950,Ricardo Adalid,actor,Amigo de Ra?l en fiesta,
El proceso de Cristo,1966,Ricardo Adalid,actor,Apostol,20.0
El vals sin fin,1972,Ricardo Adalid,actor,Padre Romero,
El vividor,1956,Ricardo Adalid,actor,Hombre en hip?dromo,
En carne propia,1961,Ricardo Adalid,actor,Comisario,
Juventud desnuda,1971,Ricardo Adalid,actor,Espectador corte,
La bestia magnifica (Lucha libre),1953,Ricardo Adalid,actor,Espectador lucha libre,
La bien pagada,1948,Ricardo Adalid,actor,Cliente en cabaret,
La edad peligrosa,1950,Ricardo Adalid,actor,Transe?nte,
La mujer marcada,1957,Ricardo Adalid,actor,Don Alberto,
La noche avanza,1952,Ricardo Adalid,actor,Pelotari,
La vida de Pedro Infante,1966,Ricardo Adalid,actor,Locutor,28.0
Las aventuras de Juliancito,1969,Ricardo Adalid,actor,"Se?or juez, padre de Anita",17.0
Los siete proscritos,1969,Ricardo Adalid,actor,Comisario Quintana,
Mama Dolores,1971,Ricardo Adalid,actor,Cliente de Otilia,
Mi padrino,1969,Ricardo Adalid,actor,Sacerdote,12.0
Mil estudiantes y una muchacha,1942,Ricardo Adalid,actor,Emilio Altagracia,
Miradas que matan,1954,Ricardo Adalid,actor,Espectador programa T.V.,
Muchachas que trabajan,1961,Ricardo Adalid,actor,Cajero monte de piedad,
Mujer en condominio,1958,Ricardo Adalid,actor,Almirante,
"Mujeres, mujeres, mujeres",1967,Ricardo Adalid,actor,"(segment ""El imponente"")",
"Ni sangre, ni arena",1941,Ricardo Adalid,actor,Miembro cuadrilla,
Pata de palo,1950,Ricardo Adalid,actor,Licenciado,
Raffles,1958,Ricardo Adalid,actor,Reportero,
Santo vs. las mujeres vampiro,1962,Ricardo Adalid,actor,Detective at Party,11.0
Sentencia,1950,Ricardo Adalid,actor,Caballerango,
Serenata en noche de luna,1967,Ricardo Adalid,actor,Profesor,10.0
Seven Cities of Gold,1955,Ricardo Adalid,actor,Pilot Perez,
Si yo fuera diputado,1952,Ricardo Adalid,actor,Empleado teatro,
Sierra Baron,1958,Ricardo Adalid,actor,1st Playboy,28.0
Slaughter,1972,Ricardo Adalid,actor,Hood #2,17.0
Sonatas,1959,Ricardo Adalid,actor,Oficial,
Su excelencia,1967,Ricardo Adalid,actor,Portero de asamblea,
Tal para cual,1953,Ricardo Adalid,actor,Ayudante de cirujano,
The Big Cube,1969,Ricardo Adalid,actor,Justice of the Peace,
The Sun Also Rises,1957,Ricardo Adalid,actor,Spanish Waiter,
Toast to Love,1951,Ricardo Adalid,actor,Cadet,10.0
Un gallo en corral ajeno,1952,Ricardo Adalid,actor,Mesero,
Un hombre en la trampa,1965,Ricardo Adalid,actor,Doctor,
Una mujer sin amor,1952,Ricardo Adalid,actor,Cliente de Carlos,
Ven a cantar conmigo,1967,Ricardo Adalid,actor,Padre adoptivo,15.0
Villa!!,1958,Ricardo Adalid,actor,First Villager,22.0
American Cyborg: Steel Warrior,1993,Jack Adalist,actor,Thug,13.0
Blink of an Eye,1992,Jack Adalist,actor,Agent Tilson,10.0
Chain of Command,1994,Jack Adalist,actor,CIA Director Linder,6.0
Deadly Heroes,1993,Jack Adalist,actor,Scott Jones,12.0
Delta Force One: The Lost Patrol,2000,Jack Adalist,actor,Aide to Lt. Col. Goetz,20.0
Feedback,1978,Jack Adalist,actor,Hoodlum,
Hellbound,1994,Jack Adalist,actor,Krieger,7.0
Liquid Sky,1982,Jack Adalist,actor,Vincent,8.0
Malachim B'Ruah,1992,Jack Adalist,actor,Frank,4.0
Shkarim Levanim,2000,Jack Adalist,actor,Bill,
Shnat Effes,2004,Jack Adalist,actor,The American,
The Human Shield,1991,Jack Adalist,actor,U.S. Reporter,22.0
The Last Patrol,2000,Jack Adalist,actor,Ferguson,14.0
Tzomet volkan,1999,Jack Adalist,actor,Jimmy Smith,7.0
Bombay Velvet,2015,Adam (LIX),actor,Bombay Velvet Manager,86.0
Cinta fotokopi,2005,Adam (XXX),actor,Sham,
Lo imposible,2012,Adam (XXXII),actor,Brown,
Phantom Soldiers,1989,Rudolph Adam Jr.,actor,Phantom Soldier,
The Nexum Agency,2015,Carlos Adam Vieira,actor,The Governor,
Air Bud,1997,Acram Adam,actor,Basketball Player - Warriors,29.0
El Mansy,1993,Ahmad (II) Adam,actor,Youssef 's friend,12.0
El ragol el abiad el motawasset,2002,Ahmad (II) Adam,actor,Zaghlool,1.0
Howa Fi Aih,2003,Ahmad (II) Adam,actor,Number 2,
Malesh Ehna Benetbahdel,2005,Ahmad (II) Adam,actor,Karmouti,
Shaban El Fares,2008,Ahmad (II) Adam,actor,Shaban,
Beggars and Noblemen,1991,Ahmed Adam,actor,Yeghen,4.0
New York State of Mind,2016,Aisha Adam,actor,Mother at Meeting,
The Hunters,2011,Alex Adam,actor,Peter,21.0
125 rue Montmartre,1959,Alfred Adam,actor,Phillipe Barrachet,9.0
Arrriva Dorellik,1967,Alfred Adam,actor,Serg. Saval,3.0
Au service du tsar,1936,Alfred Adam,actor,Ossip,
Boule de suif,1945,Alfred Adam,actor,Cornudet,9.0
Cadet Rousselle,1954,Alfred Adam,actor,Ravignol,9.0
Carambolages,1963,Alfred Adam,actor,Hubert Beaumanoir,7.0
Comment qu'elle est!,1960,Alfred Adam,actor,Pascal Girotti,3.0
Escalier de service,1954,Alfred Adam,actor,Le cousin Albert,8.0
Il cavaliere di Maison Rouge,1954,Alfred Adam,actor,Dixmaire,8.0
Je chante,1938,Alfred Adam,actor,Alfred,16.0
Jean-Marc ou La vie conjugale,1964,Alfred Adam,actor,Fernand Aubry,5.0
Juliette et Juliette,1974,Alfred Adam,actor,M. Rozenec - le p?re d'une Juliettte,4.0
L'homme aux mains d'argile,1949,Alfred Adam,actor,Lucien Roupp dit Monsieur Lucien - le manager,
La famille Duraton,1939,Alfred Adam,actor,Le docteur,
La ferme du pendu,1945,Alfred Adam,actor,Louis Raimondeau dit 'Grand Louis',2.0
La main chaude,1960,Alfred Adam,actor,Jean L?cuyer,5.0
La petite vertu,1968,Alfred Adam,actor,Marcel dit 'Lajoie' - l'homme du bar,5.0
La pocharde,1953,Alfred Adam,actor,Georges Lamarche,6.0
Le chasseur de chez Maxim's,1976,Alfred Adam,actor,Le patron de chez Maxim's,6.0
Le fugitif,1947,Alfred Adam,actor,Bank,
Le gendarme de Champignol,1959,Alfred Adam,actor,M. Gr?goire 'Gr?gorio' - le maire,16.0
Le jardinier d'Argenteuil,1966,Alfred Adam,actor,L'homme en robe de bure (Le nouveau No?),4.0
Le roi,1949,Alfred Adam,actor,Beaudrier,4.0
Le village perdu,1947,Alfred Adam,actor,Gustave Boeuf,2.0
Les beaux jours du roi Murat,1947,Alfred Adam,actor,Le roi Murat,2.0
Les gens du voyage,1938,Alfred Adam,actor,Le m?decin,
Les naufrageurs,1959,Alfred Adam,actor,Le commissaire,
Lo straniero,1967,Alfred Adam,actor,L'avocat g?n?ral,10.0
Ma femme est formidable,1951,Alfred Adam,actor,Dr. Gaston Rival,22.0
Maigret a Pigalle,1966,Alfred Adam,actor,L'ispettore Lognon,4.0
Mon ami Sainfoin,1950,Alfred Adam,actor,Guillaume de Puycharmois - le mari d'Eug?nie,3.0
Mon oncle Benjamin,1969,Alfred Adam,actor,Le sergent,6.0
Nous maigrirons ensemble,1979,Alfred Adam,actor,Le producteur Blangenstein,6.0
Passeurs d'or,1948,Alfred Adam,actor,Gueule en or,2.0
Port d'attache,1943,Alfred Adam,actor,Bertrand,
Quartier chinois,1947,Alfred Adam,actor,L?o Seller,3.0
Rue des Prairies,1959,Alfred Adam,actor,"Loutrel, le manager",31.0
Sous le signe du taureau,1969,Alfred Adam,actor,Vacher - le ferrailleur,7.0
Speedway,1929,Alfred Adam,actor,Doctor,
Tartarin de Tarascon,1962,Alfred Adam,actor,Prince Gregori de Montenegro,2.0
Tout l'or du monde,1961,Alfred Adam,actor,Alfred,2.0
Un carnet de bal,1937,Alfred Adam,actor,Fred,
Une manche et la belle,1957,Alfred Adam,actor,L'inspecteur de police Malard,11.0
Ursule et Grelu,1974,Alfred Adam,actor,Le capitaine,11.0
Drive-Through: The Story Movie,2014,Allen Adam,actor,Nice Nazi,
From Wimp to Pimp,2008,Allen Adam,actor,Fake Shemp,
Berbagi suami,2006,Alvin Adam,actor,Dr. Joko,18.0
Ca-bau-kan,2002,Alvin Adam,actor,Timothy Wu,12.0
Janji Joni,2005,Alvin Adam,actor,Wartawan,
Baby,1984,Andreas Adam,actor,Beamter,
Don 2,2011,Andreas (II) Adam,actor,SEK Officer,
Salto,2012,Andreas (II) Adam,actor,Lukas,
I'm Still Here,2013,Andy (III) Adam,actor,Kim's Friend,40.0
Mike,2011,Anthony (II) Adam,actor,Mike enfant,23.0
Chocolat,2000,Arnaud Adam,actor,George Rocher,21.0
Pump Up the Mandali,2010,Azahr Adam,actor,Dimple,
Ha-shoter,2011,Ben Adam,actor,Yotam,10.0
Prahala,2016,Beni Adam,actor,Narrator-Songwriter,
Omega,2012,Bert Adam,actor,Felix Bartels,10.0
Welcome to No Man's Land,2015,Brant Adam,actor,Silent Simon,9.0
Two Gentlemen Sharing,1969,Carl Adam,actor,Negro Visitor,
La rafle,2010,Christian Adam,actor,Brocanteur russe,41.0
Le pacte des loups,2001,Christian Adam,actor,Noble Ag?,25.0
Fist Fight,2017,Christian (III) Adam,actor,Joey,
Pusher II,2004,David (II) Adam,actor,Natbus passager,59.0
Naar de klote!,1996,Dennis Adam,actor,Gabber,
The Green Bandits,2013,Derek Adam,actor,Police 4,
Angie X,2016,Derek W. Adam,actor,Limo Driver,
Browncoats: Independence War,2015,Derek W. Adam,actor,Spc. Blane McTaggart,11.0
Chasing Mavericks,2012,Derek W. Adam,actor,Driver in Firebird,
Green is Gold,2016,Derek W. Adam,actor,Deputy #1,
Hard Profit,2016,Derek W. Adam,actor,Policeman,25.0
Hunter and the Hunted,2016,Derek W. Adam,actor,Bobby Bear,12.0
I Am the Edge,2014,Derek W. Adam,actor,Cop,9.0
I'm in Love with a Church Girl,2013,Derek W. Adam,actor,SWAT,
Reality TV Movie,2014,Derek W. Adam,actor,Crazy Bergie Fan 7,
Reality TV Movie,2014,Derek W. Adam,actor,Police Officer 1,
"Sex, Drugs, and Stu",2010,Derek W. Adam,actor,Officer Nilsey Roberts,
Steve Jobs,2015,Derek W. Adam,actor,Cameraman,
The Obsidian Curse,2016,Derek W. Adam,actor,Police Officer,
The Violent Kind,2010,Derek W. Adam,actor,Biker - The Crew,
Torn,2013,Derek W. Adam,actor,Police Officer,
Bella Martha,2001,Dietrich Adam,actor,Doctor,20.0
Sergeant Pepper,2004,Dietrich Adam,actor,Tierarzt,22.0
Live,2015,Eduard Adam,actor,Portar Dada Tv,24.0
The Master Race,2017,El Amouri Adam,actor,Michael,
Heavenly Angle,2014,Elaine Adam,actor,Margerie Doom,
Khamsa,2008,Emmanuel Adam,actor,Le p?re de Tony,
Astro Zombies: M3 - Cloned,2010,Erick Adam,actor,Leonard Bullock,
Astro Zombies: M4 - Invaders from Cyberspace,2012,Erick Adam,actor,Dr. Itzkoff,
Paranormal Extremes: Text Messages from the Dead,2015,Erick Adam,actor,Dr. Cranston Sleep Therapist,33.0
S4,2008,Erick Adam,actor,Sex Viking,5.0
The Bride of Diablo Canyon,2011,Erick Adam,actor,Mutant,
They Must Eat,2006,Erick Adam,actor,Chinese Food Delivery Guy,17.0
White Paint (III),2016,Erick Adam,actor,Mike Brasso,
Echtzeit,1983,Ernesto Adam,actor,Kunsthistoriker,
Eye of the Storm,1992,Ethan Adam,actor,Terry,
The New Adventures of Pippi Longstocking,1988,Evan Adam,actor,Freckle-faced boy,13.0
Closer to God,2014,Flint Adam,actor,News Anchor,
Jesus People: The Movie,2009,Flynn Adam,actor,Himself,23.0
Lumumba,2000,Francis Adam,actor,Le ma?tre d'h?tel,
Homolka a tobolka,1972,Frantisek Adam,actor,Old man,18.0
Werther,1927,Frantisek (II) Adam,actor,Kampe,7.0
El cantor,2005,Gilles (II) Adam,actor,Le serveur cabaret,19.0
Le Havre,2011,Gilles (II) Adam,actor,Pilier bar La Moderne ,34.0
Le Havre,2011,Gilles (II) Adam,actor, Pr?fet,34.0
It Happened Here,1965,Graham Adam,actor,S.S. Officer,
Confetti,2006,Ian Adam,actor,Singing Coach,29.0
Night Shift (II),2009,Isaiah Adam,actor,Ray,9.0
The Company You Keep,2012,Isaiah Adam,actor,New York Cameraman,31.0
,2015,Israel Adam,actor,Landen's Friend #2,
The Dance Showdown,2013,Israel Adam,actor,Dance Judge,
The Nether Experiment,2014,Israel Adam,actor,Israel,
Twisted Seduction,2010,Jacques Adam,actor,Man in Street,4.0
Driven to Kill,1991,James Adam,actor,Street Ganag Leader,18.0
Le secret,1974,Jean-Fran?ois Adam,actor,Claude Vandal,4.0
Passe ton bac d'abord...,1978,Jean-Fran?ois Adam,actor,Le prof de philo,6.0
Tire-au-flanc 62,1960,Jean-Fran?ois Adam,actor,Un troupier,9.0
Newcastle,2008,Jesse Adam,actor,Kid in Carpark,26.0
Angel Heart,1987,Joel Adam,actor,Tap Dancer,40.0
Firehouse Dog,2007,Joseph Adam,actor,Ceremony Reporter #1,39.0
Hollywoodland,2006,Joseph Adam,actor,Jack Larson,36.0
Hollywoodland,2006,Joseph Adam,actor,Jimmy Olsen,36.0
Sp1ral,2015,Josh (II) Adam,actor,Matteo's assistent,
Dracano,2013,Joshua William Adam,actor,Soldier,
The Human Centipede III (Final Sequence),2015,Joshua William Adam,actor,Swat Team Member,
Catimini,2012,Julien Adam,actor,Kevin,
Un cargo pour l'Afrique,2009,Julien Adam,actor,Christophe,2.0
Kaule,1967,J?rgen Adam,actor,Bridegroom,12.0
Kvocna,1937,Karel Petr Adam,actor,Dr. Ivan Musil,
Moonraker,1979,Ken Adam,actor,Man at St. Marks Square,
The Owl and the Pussycat,1970,Ken Adam,actor,Middle-Aged Man,
Red Ninja the Sister Hood,2016,King Adam,actor,Judo Fighter,
Radio America,2015,Kyle (II) Adam,actor,Nate the Drummer,25.0
